userID,itemID,rating,timestamp,title,genres,tag
1,2,3.5,1112486027,Jumanji (1995),Adventure Children Fantasy,
1,29,3.5,1112484676,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure Drama Fantasy Mystery Sci-Fi,
1,32,3.5,1112484819,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery Sci-Fi Thriller,
1,47,3.5,1112484727,Seven (a.k.a. Se7en) (1995),Mystery Thriller,
1,50,3.5,1112484580,"Usual Suspects, The (1995)",Crime Mystery Thriller,
1,112,3.5,1094785740,Rumble in the Bronx (Hont faan kui) (1995),Action Adventure Comedy Crime,
1,151,4.0,1094785734,Rob Roy (1995),Action Drama Romance War,
1,223,4.0,1112485573,Clerks (1994),Comedy,
1,253,4.0,1112484940,Interview with the Vampire: The Vampire Chronicles (1994),Drama Horror,
1,260,4.0,1112484826,Star Wars: Episode IV - A New Hope (1977),Action Adventure Sci-Fi,
1,293,4.0,1112484703,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action Crime Drama Thriller,
1,296,4.0,1112484767,Pulp Fiction (1994),Comedy Crime Drama Thriller,
1,318,4.0,1112484798,"Shawshank Redemption, The (1994)",Crime Drama,
1,337,3.5,1094785709,What's Eating Gilbert Grape (1993),Drama,
1,367,3.5,1112485980,"Mask, The (1994)",Action Comedy Crime Fantasy,
1,541,4.0,1112484603,Blade Runner (1982),Action Sci-Fi Thriller,
1,589,3.5,1112485557,Terminator 2: Judgment Day (1991),Action Sci-Fi,
1,593,3.5,1112484661,"Silence of the Lambs, The (1991)",Crime Horror Thriller,
1,653,3.0,1094785691,Dragonheart (1996),Action Adventure Fantasy,
1,919,3.5,1094785621,"Wizard of Oz, The (1939)",Adventure Children Fantasy Musical,
1,924,3.5,1094785598,2001: A Space Odyssey (1968),Adventure Drama Sci-Fi,
1,1009,3.5,1112486013,Escape to Witch Mountain (1975),Adventure Children Fantasy,
1,1036,4.0,1112485480,,,
1,1079,4.0,1094785665,,,
1,1080,3.5,1112485375,,,
1,1089,3.5,1112484669,,,
1,1090,4.0,1112485453,,,
1,1097,4.0,1112485701,,,
1,1136,3.5,1112484609,,,
1,1193,3.5,1112484690,,,
1,1196,4.5,1112484742,,,
1,1198,4.5,1112484624,,,
1,1200,4.0,1112484560,,,
1,1201,3.0,1112484642,,,
1,1208,3.5,1112484815,,,
1,1214,4.0,1094785977,,,
1,1215,4.0,1094786082,,,
1,1217,3.5,1112484810,,,
1,1219,4.0,1094785994,,,
1,1222,3.5,1112484637,,,
1,1240,4.0,1112485401,,,
1,1243,3.0,1112485567,,,
1,1246,3.5,1094785759,,,
1,1249,4.0,1112485382,,,
1,1258,4.0,1094785994,,,
1,1259,4.0,1112485440,,,
1,1261,3.5,1094786113,,,
1,1262,3.5,1112484735,,,
1,1266,4.0,1112485371,,,
1,1278,4.0,1094785986,,,
1,1291,3.5,1112485525,,,
1,1304,3.0,1094785720,,,
1,1321,4.0,1094786062,,,
1,1333,4.0,1112484990,,,
1,1348,3.5,1094786056,,,
1,1350,3.5,1094786158,,,
1,1358,4.0,1112485419,,,
1,1370,3.0,1094785764,,,
1,1374,4.0,1094785746,,,
1,1387,4.0,1112484913,,,
1,1525,3.0,1112486150,,,
1,1584,3.5,1094785656,,,
1,1750,3.5,1112486201,,,
1,1848,3.5,1112486032,,,
1,1920,3.5,1112486098,,,
1,1967,4.0,1112485739,,,
1,1994,3.5,1094786087,,,
1,1997,3.5,1094786034,,,
1,2021,4.0,1112485929,,,
1,2100,4.0,1112485955,,,
1,2118,4.0,1094786092,,,
1,2138,4.0,1112485789,,,
1,2140,4.0,1112485705,,,
1,2143,4.0,1112485951,,,
1,2173,4.0,1112485887,,,
1,2174,4.0,1112485843,,,
1,2193,4.0,1112485753,,,
1,2194,3.5,1112485486,,,
1,2253,3.5,1112486122,,,
1,2288,4.0,1094786077,,,
1,2291,4.0,1094785777,,,
1,2542,4.0,1112485447,,,
1,2628,4.0,1112485988,,,
1,2644,3.5,1112484994,,,
1,2648,3.5,1094786017,,,
1,2664,3.5,1094786148,,,
1,2683,3.5,1094785650,,,
1,2692,3.5,1112484749,,,
1,2716,3.5,1094786012,,,
1,2761,3.0,1112484759,,,
1,2762,4.0,1112485367,,,
1,2804,3.5,1112485414,,,
1,2872,4.0,1112485697,,,
1,2918,3.5,1112485465,,,
1,2944,4.0,1112485433,,,
1,2947,3.5,1112485580,,,
1,2959,4.0,1094785698,,,
1,2968,4.0,1112485825,,,
1,3000,3.5,1112484569,,,
1,3030,3.0,1112484548,,,
1,3037,3.5,1112485563,,,
1,3081,4.0,1094786143,,,
1,3153,4.0,1112485816,,,
1,3265,3.5,1112484525,,,
1,3438,3.5,1112486094,,,
1,3476,3.5,1094786139,,,
1,3479,4.0,1112485734,,,
1,3489,4.0,1112486024,,,
1,3499,4.0,1112484918,,,
1,3889,4.0,1112486138,,,
1,3932,3.0,1094786172,,,
1,3996,4.0,1094785727,,,
1,3997,3.5,1112486192,,,
1,4011,4.0,1112485406,,,
1,4027,4.0,1112485460,,,
1,4105,3.5,1094786104,,,
1,4128,4.0,1112484933,,,
1,4133,3.0,1112486169,,,
1,4226,3.5,1112484493,,,
1,4306,4.0,1094785784,,,
1,4446,3.5,1112485970,,,
1,4467,4.0,1112485822,,,
1,4571,4.0,1112485880,,,
1,4720,3.5,1094786008,,,
1,4754,4.0,1112484983,,,
1,4878,3.5,1112484537,,,
1,4896,4.0,1112485731,,,
1,4911,4.0,1112485961,,,
1,4915,3.0,1112486076,,,
1,4941,3.5,1112486007,,,
1,4980,3.5,1112486055,,,
1,4993,5.0,1112484682,,,
1,5026,4.0,1112485858,,,
1,5039,4.0,1112485898,,,
1,5040,3.0,1112486086,,,
1,5146,3.5,1094786132,,,
1,5171,4.0,1112486104,,,
1,5540,4.0,1112485905,,,
1,5679,3.5,1094786108,,,
1,5797,4.0,1112485871,,,
1,5816,4.0,1112485720,,,
1,5898,3.5,1112486002,,,
1,5952,5.0,1112484619,,,
1,5999,3.5,1112486150,,,
1,6093,4.0,1112485713,,,
1,6242,3.5,1094786004,,,
1,6333,4.0,1112485502,,,
1,6502,3.5,1094786048,,,
1,6539,4.0,1112485508,,,
1,6754,4.0,1112485984,,,
1,6755,3.5,1094786067,,,
1,6774,4.0,1112485786,,,
1,6807,3.5,1112484686,,,
1,6834,3.5,1112486060,,,
1,6888,3.0,1112486127,,,
1,7001,3.5,1094786101,,,
1,7045,3.5,1112485834,,,
1,7046,4.0,1112485934,,,
1,7153,5.0,1112484633,,,
1,7164,3.5,1112485923,,,
1,7247,3.5,1112485958,,,
1,7387,3.5,1094786161,,,
1,7389,4.0,1112486045,,,
1,7438,4.0,1112484789,,,
1,7449,3.5,1112486163,,,
1,7454,4.0,1112486108,,,
1,7482,3.0,1112484575,,,
1,7757,4.0,1112485819,,,
1,8368,4.0,1112485688,,,
1,8482,3.5,1112485781,,,
1,8507,5.0,1094786027,,,
1,8636,4.5,1112485493,,,
1,8690,3.5,1112484795,,,
1,8961,4.0,1112485629,,,
1,31696,4.0,1112485748,,,
2,3,4.0,974820889,Grumpier Old Men (1995),Comedy Romance,
2,62,5.0,974820598,Mr. Holland's Opus (1995),Drama,
2,70,5.0,974820691,From Dusk Till Dawn (1996),Action Comedy Horror Thriller,
2,110,4.0,974820658,Braveheart (1995),Action Drama War,
2,242,3.0,974820776,Farinelli: il castrato (1994),Drama Musical,
2,260,5.0,974821014,Star Wars: Episode IV - A New Hope (1977),Action Adventure Sci-Fi,
2,266,5.0,974820748,Legends of the Fall (1994),Drama Romance War Western,
2,469,3.0,974820598,"House of the Spirits, The (1993)",Drama Romance,
2,480,5.0,974820720,Jurassic Park (1993),Action Adventure Sci-Fi Thriller,
2,541,5.0,974821014,Blade Runner (1982),Action Sci-Fi Thriller,
2,589,5.0,974820658,Terminator 2: Judgment Day (1991),Action Sci-Fi,
2,891,2.0,974820969,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror Thriller,
2,908,4.0,974820691,North by Northwest (1959),Action Adventure Mystery Romance Thriller,
2,924,5.0,974821014,2001: A Space Odyssey (1968),Adventure Drama Sci-Fi,
2,1121,3.0,974820598,,,
2,1196,5.0,974821014,,,
2,1210,5.0,974820598,,,
2,1214,5.0,974821014,,,
2,1249,5.0,974820691,,,
2,1259,5.0,974820659,,,
2,1270,5.0,974821014,,,
2,1327,5.0,974820846,,,
2,1356,5.0,974820598,,,
2,1544,5.0,974820943,,,
2,1580,4.0,974820748,,,
2,1673,4.0,974820776,,,
2,1748,5.0,974821014,,,
2,1965,3.0,974820720,,,
2,1969,2.0,974820969,,,
2,1970,2.0,974820969,,,
2,1971,2.0,974820943,,,
2,1972,2.0,974820969,,,
2,1973,3.0,974820916,,,
2,1974,5.0,974820598,,,
2,1986,2.0,974820969,,,
2,2291,2.0,974820748,,,
2,2454,4.0,974820916,,,
2,2455,4.0,974820720,,,
2,2791,2.0,974820659,,,
2,2858,3.0,974820659,,,
2,2948,5.0,974820659,,,
2,2951,4.0,974820598,,,
2,3150,4.0,974820720,,,
2,3159,3.0,974820598,,,
2,3173,4.0,974820869,,,
2,3450,5.0,974820846,,,
2,3513,5.0,974820659,,,
2,3534,3.0,974820889,,,
2,3555,4.0,974820748,,,
2,3565,3.0,974820776,,,
2,3703,4.0,974821014,,,
2,3753,4.0,974820691,,,
2,3917,4.0,974820720,,,
